id,idno,instrument_name,universe,unit_of_analysis,data_kind,authoring_entity_detail,study_type,study_scope,source
9667,ECU_2020_SLO-E2_v01_M,"Showing Life Opportunities 2020, Data from Experiment 2: Highlands Educational Regime (Régimen Sierra-Amazonía)",NA,Student,Sample survey data [ssd],"David McKenzie (World Bank), Igor Asanov (University of Kassel), Francisco Flores (University of Kassel), Thomas Astebro (HEC Paris), Mona Mensmann (Warwick Business School), Bruno Crepon (ENSAE), Guido Buenstorf (University of Kassel), Mathis Schulte (HEC Paris)",NA,NA,https://catalog.ihsn.org/catalog/9667
9668,ECU_2020_SLO-E3_v01_M,"Showing Life Opportunities 2020-2021, Data from Experiment 3: Coastal Educational Regime (Régimen Costa)",NA,Student,Sample survey data [ssd],"David McKenzie (World Bank), Igor Asanov (University of Kassel), Francisco Flores (University of Kassel), Thomas Astebro (HEC Paris), Mona Mensmann (Warwick Business School), Bruno Crepon (ENSAE), Guido Buenstorf (University of Kassel), Mathis Schulte (HEC Paris)",NA,NA,https://catalog.ihsn.org/catalog/9668
10377,ECU_2019_SLO-BL_v01_M,Showing Life Opportunities Baseline Data 2019-2020,NA,Student,Sample survey data [ssd],"David McKenzie (World Bank), Igor Asanov (University of Kassel), Francisco Flores (University of Kassel), Thomas Astebro (HEC Paris), Mona Mensmann (Warwick Business School), Bruno Crepon (ENSAE), Guido Buenstorf (University of Kassel), Mathis Schulte (HEC Paris)",NA,NA,https://catalog.ihsn.org/catalog/10377
8152,ETH_2017_SPS_v01_M,"Skills Profile Survey 2017, A Refugee and Host Community Survey",NA,Household and individual.,Sample survey data [ssd],Utz Johann Pape (IBRD - World Bank),Other Household Survey,NA,https://catalog.ihsn.org/catalog/8152
11311,DJI_2015-2016_SSNNWIE-EL_v01_M,"Social Safety Net Interlinking Nutrition and Workfare Impact Evaluation 2015-2016, Endline Survey",NA,NA,NA,World Bank,NA,NA,https://catalog.ihsn.org/catalog/11311
6848,PAK_2013_PSLM_v01_M,Social and Living Standards Measurement Survey 2013-2014,"The universe of this survey consists of all urban and rural areas of all four provinces, AJK and Gilgit Baltistan. FATA and Military restricted areas have been excluded from the scope of the survey.",Households and Individuals,Sample survey data [ssd],Federal Bureau of Statistics (Government of Pakistan),Other Household Survey [hh/oth],"The data generated though PSLM Survey will be used to assist the government in formulating the poverty reduction strategy in the overall context of MDGs. The indicators will be developed at National/overall Provincial level in the following sectors.
1. Education
2. Health
3. Water Supply & Sanitation.
4. Population Welfare
5. Income & Expenditure",https://catalog.ihsn.org/catalog/6848
6771,AFG_2013_SDES-KABUL_v01_M,Socio-Demographic and Economic Survey in Kabul 2013,The survey covered all de jure household members (usual residents),"Individuals, households",Sample survey data [ssd],Central Statistics Organization (CSO) (Government of Islamic Republic of Afghanistan),Socio-Economic/Monitoring Survey [hh/sems],"The scope of the 2013 SDES (in Kabul) covered the following topics:
HOUSEHOLD LEVEL
- Identification particulars
- Individual particulars (relationship to HH head, sex, age, marital status, and parents' living status)
- Migration
- Birth registration
- Economic and non-economic activity of household members 5 years old and above
- Education for household members 5 years old and above (literacy, educational attainment, and school attendance)
- Fertility for ever-married women
- Deaths in the household (during the past 2 years)
- Characteristics of dwelling units and household facilities

VILLAGE/ ENUMERATION AREA
- Identification particulars (province, district, city name, village name, GPS coordinates)
- Facility, accessibility and others
· Infrastructures
· Means of transportation to or from the district center
· Electricity
· Water for irrigation (for rural area)
· Water for daily activities
· Community based group functional in last year (for rural area)
· Aid organization providing development service in last year
· Natural disaster latest occurrences and frequency
· Latest occurrence and frequency of road closure
· Potential evacuation sites
· Communication and media availability",https://catalog.ihsn.org/catalog/6771
9928,WBG_2018_SECS_v01_M,Socio-Economic Conditions Survey 2018,The target population includes all Palestinian households and individuals with regular residency in Palestine during the survey's period (2018).,"Households, and individuals",Sample survey data [ssd],Palestinian Central Bureau of Statistics (State of Palestine),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/9928
9628,BRA_2019_SEA_v01_M,"Socio-Economic Profile of Refugees, 2018-2019",NA,Individual,NA,United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9628
11134,CRI_2021_SEIC_v01_M,"Socioeconomic Impact of COVID-19, 2021",NA,Household,Sample survey data [ssd],UNHCR,"Sample Frame, Households [sf/hh]",NA,https://catalog.ihsn.org/catalog/11134
10354,GHA_2013_GSPS_v01_M,"Socioeconomic Panel Survey 2013-2014, Wave 2",NA,Households and individuals,Sample survey data [ssd],"Institute of Statistical, Social and Economic Research (University of Ghana),",Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/10354
10355,GHA_2018_GSPS_v01_M,"Socioeconomic Panel Survey 2018-2019, Wave 3",NA,Households and individuals,Sample survey data [ssd],"Institute of Statistical, Social and Economic Research (University of Ghana),",Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/10355
6046,ETH_2013_ESS_v03_M,Socioeconomic Survey 2013-2014,NA,"Households, individuals and communities.",Sample survey data [ssd],"Central Statistics Agency of Ethiopia (CSA) (Ministry of Finance and Economic Development), Living Standards Measurement Study Integrated Surveys of Agriculture (LSMS-ISA) (World Bank)",Socio-Economic/Monitoring Survey [hh/sems],"The 2013-2014 Ethiopian Socioeconomic Survey covered the following topics:

HOUSEHOLD LEVEL
- Household Identification
- Household Roster: Roster of individuals living in the household and basic demographics; for members less than 18, parental education and occupation.
- Education: Educational attainment, enrollment, attendance, school characteristics, and expenditures for the 2013-14 academic year.
- Health: Health problems, types of injury/illness, medical assistance/consultation, disabilities, and anthropometrics (children under seven years).
- Time Use and Labor: Labor market participation during the last seven days, participation in food for work/ public works programs, and participation in domestic activities.
- Food Consumption Last 7 days: Food consumption (quantity and value) by any household member in the last 7 days by source for a subset list of food items.
- Food Aggregate Last 7 days: Summary on consumption of food in the last 7 days. Meal sharing with non-household members.
- Non-food Expenditure: Household expenditures on non-food items.
- Food Security: Food security status of households in during the past 7 days/12 months.
- Shocks: Shocks during the last 12 months and their impact on income, assets, food production, stock and purchase.
- Housing: Dwelling ownership, and characteristics of the dwelling and utilities.
- Household Assets: Household ownership of assets.
- Non-farm Enterprises: Characteristics of enterprises owned by the household.
- Other Income: Others sources of household income during the last 12 months.
- Assistance: Assistance provided to the household by governmental and non-governmental agencies.
- Credit: Loans or credit received by the household.

COMMUNITY LEVEL
- Community Identification (include field staff identification and date and time of interviews)
- Roster of Informants: Respondent characteristics.
- Community Basic Information: Mobility, population, religion, marriage types, common land use.
- Access to Basic Services: Transportation, markets, proximity to the nearest town and major urban centers, electrification, bank and microfinance institutions, piped water.
- Economic Activities: Main sources of employment, migration to and from the locality for work, cooperatives and microenterprises.
- Agriculture: Agricultural activities, including major crops, main planting and harvesting seasons, rain seasons, input use, agricultural extension, and irrigation.
- Changes: Important events in the community in the last five years.
- Community Needs and Actions: Initiation, participation and mobilization of resources for community projects including roads, school, health facility, water, natural resource management, public transport, agriculture, law enforcement, etc.
- Productive Safety nets Program: Participation in the productive safety nets program. Management and performance of the program in the community.
- Market Prices: Market prices in the first closest market center.

POST PLANTING
- Holder Identification (include household head name, holder name, household size, agriculture holding type (farming, livestock, or both) and field staff identification)
- Household Roster: Name, age, and gender of each household member and holding type (farming, livestock or both). 
- Parcel Roster: Information on all parcels owned and/or managed by the holder. 
- Field Roster: Information on all fields (sub-parcels) owned and/or managed including holder reported self-reported area, GPS or rope and compass measured area, labor inputs, and other details on the fields.
- Crop Field Roster: Crop planting/management information for each crop on each field.
- Seeds Roster: Seed related information for each crop planted on each field.
- Miscellaneous: Information on holder characteristics including chemical fertilizer use, and access and use of credit, extension/advisory services.
- Network Roster: Roster of individuals, places or businesses from/where the holder purchases agricultural inputs.

POST HARVEST
- Holder Identification (include household head name, holder name, household size, agriculture holding type (farming, livestock, or both) and field staff identification)
- Household Roster: Name, age, and gender of each household member and holding type (farming, livestock or both). 
- Crop Cut: Crop cut information for selected fields including fresh and dry weight (from a 2mX2m crop cut).
- Crop Harvest by Field: All crops- harvest information. Information on crop use, area harvested, amount harvested and damage to crops.
- Harvest Labor: Hired and household member labor used in harvest activities for each crop on each field.
- Crop Disposition/ Sales: Crop disposition/sale information.
- Crop Disposition/ Sales (Tree / Permanent and Root Crops): Harvest information on permanent, tree, and root crops.

LIVESTOCK
Household Identification (include household head name, holder name, household size, agriculture holding type (farming, livestock, or both) and field staff identification)
Household Roster: Name, age, and gender of each household member and holding type (farming, livestock or both).
Livestock Population and Products: Characteristics of livestock owned
Livestock Feed Utilization: Type and source of feed used and participation in livestock improvement related extension services.
Livestock Byproduct: Production and utilization of livestock byproducts.",https://catalog.ihsn.org/catalog/6046
7625,SOM_2017_SHFS-W2_v02_M,"Somali High Frequency Survey -  December 2017, Wave 2",NA,Household,Sample survey data [ssd],Utz J. Pape (IBRD - World Bank),Other Household Survey,"Administrative information, Interview information and filters, Household roste, Household characteristics, Food consumption, Non-food consumption, Livestock, Durable goods, Food security, Income and remittances",https://catalog.ihsn.org/catalog/7625
6902,SOM_2016_SHFS-W1_v03_M,Somali High Frequency Survey 2016,NA,Household,Sample survey data [ssd],Utz J. Pape (World Bank),Other Household Survey,"Administrative information, Interview information and filters, Household roste, Household characteristics, Food consumption, Non-food consumption, Livestock, Durable goods, Food security, Income and remittances",https://catalog.ihsn.org/catalog/6902
7035,SOM_2012_SHS_v01_M_v01_A_SHFS,"Somaliland Household Survey 2013, Adapted for the Somali High Frequency Survey","The sample does not include nomadic households (which recent estimates suggest comprises 36% of the population), and omits households in areas affected by ongoing conflict",Household,Sample survey data [ssd],The World Bank Group,Other Household Survey,NA,https://catalog.ihsn.org/catalog/7035
